held_out_university,target_kind,pctl,model,frac,aug_rows,n,n_pos,base_rate,prec_top5,prec_top10,recall_top10,lift_top5,lift_top10,capture_top10,pr_auc,roc_auc,brier,layer,target,n_train,train_base_rate,lift_top10_ci_lo,lift_top10_ci_hi
1,occurrence,75,logreg,0.0,0,22542,8500,0.3770739064856712,0.9955673758865248,0.9924611973392461,0.26329411764705885,2.6402446808510636,2.6320070953436807,0.26329411764705885,0.8691282059453608,0.895313031493754,0.13203530541860437,M1,occurrence,486702,0.2837259760592724,2.464447397180291,2.8651208004848
1,occurrence,75,logreg,0.05,2069,22542,8500,0.3770739064856712,0.9955673758865248,0.9924611973392461,0.26329411764705885,2.6402446808510636,2.6320070953436807,0.26329411764705885,0.8690295198517579,0.8952056310061414,0.1326427903932916,M1,occurrence,488771,0.28467932835622406,2.464447397180291,2.8651208004848
1,occurrence,75,logreg,0.1,3202,22542,8500,0.3770739064856712,0.9955673758865248,0.9924611973392461,0.26329411764705885,2.6402446808510636,2.6320070953436807,0.26329411764705885,0.8690776837856565,0.8952535921646825,0.13260848537362038,M1,occurrence,489904,0.28511708416342796,2.464447397180291,2.8651208004848
1,occurrence,75,logreg,0.2,4437,22542,8500,0.3770739064856712,0.9955673758865248,0.9924611973392461,0.26329411764705885,2.6402446808510636,2.6320070953436807,0.26329411764705885,0.8690523493146052,0.8952144993590657,0.13261102427465557,M1,occurrence,491139,0.28552202126078363,2.464447397180291,2.8651208004848
2,severity_labour,75,gbdt,0.0,0,11456,1063,0.09278980446927375,0.680628272251309,0.5174520069808028,0.5578551269990593,7.33516226426246,5.5766041316764605,0.5578551269990593,0.5531977940772886,0.8790895058445789,0.1136194998370138,M1,severity_labour,499106,0.06780723934394697,5.16637905199857,6.0228504527586635
2,severity_labour,75,gbdt,0.05,862,11456,1063,0.09278980446927375,0.6788830715532286,0.5148342059336823,0.555032925682032,7.316354155892555,5.548391969121604,0.555032925682032,0.5549585185185477,0.8771224553323438,0.12435066524767541,M1,severity_labour,499968,0.06773633512544804,5.140957857193789,6.0012286602219955
2,severity_labour,75,gbdt,0.1,1688,11456,1063,0.09278980446927375,0.6823734729493892,0.5174520069808028,0.5578551269990593,7.3539703726323635,5.5766041316764605,0.5578551269990593,0.5519488249322215,0.8764602395834304,0.1298821219911444,M1,severity_labour,500794,0.067950095248745,5.172818841414416,5.98321324831547
2,severity_labour,75,gbdt,0.2,2943,11456,1062,0.09270251396648045,0.6719022687609075,0.5209424083769634,0.5621468926553672,7.247940104449111,5.619506808254701,0.5621468926553672,0.5473239526610443,0.8763597044796596,0.1335011824605955,M1,severity_labour,502049,0.06812681630677483,5.150372766379137,5.953854606758101
2,severity_labour,75,logreg,0.0,0,11456,1063,0.09278980446927375,0.5951134380453752,0.5008726003490401,0.5399811853245532,6.4135649541371755,5.397927102162374,0.5399811853245532,0.494736166515274,0.8745564145633518,0.12559995954652933,M1,severity_labour,499106,0.06780723934394697,4.930011941980325,5.890184939313399
2,severity_labour,75,logreg,0.05,862,11456,1063,0.09278980446927375,0.6003490401396161,0.5026178010471204,0.541862652869238,6.469989279246888,5.416735210532277,0.541862652869238,0.4958387124777559,0.8744576615040209,0.12540715723138277,M1,severity_labour,499968,0.06773633512544804,4.935242419269116,5.9101733422081315
