UniversityID,SystemCode,n_upm,n_ppm,upm_lab_median,ppm_lab_median,upm_lab_mean,ppm_lab_mean,lab_premium_median,lab_premium_mean,upm_cost_mean,ppm_cost_mean,cost_premium_mean
8,G10,155,78,0.0,0.0,1.570967741935484,0.4956410256410256,,3.1695676117684366,91.03182691095797,20.93317111790803,4.348687850407984
8,G20,344,219,0.0,2.0,23.94982558139535,430.1485844748858,0.0,0.055678029513063894,2539.272766747235,44542.18913040737,0.057008261522866276
9,B20,928,1679,1.5,1.5,2.4108297413793105,3.3524419297200714,1.0,0.7191264731558272,174.41194069602025,286.1038619889273,0.6096105780731135
9,B30,563,2197,2.75,2.0,6.559058614564831,6.445038871187984,1.375,1.0176910869981812,350.46058652324234,382.4672380589538,0.9163153118731233
9,C10,2162,6764,1.0,1.0,1.5971322849213692,4.497560526315789,1.0,0.35511079296795417,122.54987652315961,256.04025331631175,0.47863519480181765
9,C20,77,296,2.25,2.0,4.107142857142857,4.9358108108108105,1.125,0.8321110785176493,209.53761647026957,304.98791730265214,0.6870357957896959
9,C30,1213,3882,2.5,2.0,7.159317642209398,7.61212001545595,1.25,0.9405156024435816,445.03916425339287,369.03788461562084,1.2059443835066765
9,D10,711,2847,0.25,0.0,0.6465540084388185,0.48979627678257814,,1.3200468012659587,223.40438631297968,225.88558711346448,0.9890156745625454
9,D20,9656,21346,1.75,1.0,3.0422794739022367,2.445985196289703,1.75,1.2437849086401047,190.63532325900627,173.77887396067408,1.0969994160633518
9,D30,12406,41856,2.0,1.5,3.1544414154441403,3.9336219395068803,1.3333333333333333,0.8019177907675544,238.83649461807593,310.5165892443569,0.7691585663725256
9,D40,2982,9453,2.0,0.5,3.1503185781354794,2.713926785147572,4.0,1.1607971870781983,266.8725621023568,251.54469913463186,1.0609349472298806
9,D50,7095,44148,1.0,1.0,1.9923889358703313,1.9422356845157198,1.0,1.025822433268245,167.17334757687297,137.49932818800707,1.2158121045383705
9,E10,1201,3623,2.0,1.5,3.226061615320566,8.415520287054926,1.3333333333333333,0.3833466625091519,245.72222296274697,797.1968160920054,0.30823282030567956
9,E20,98,1566,1.75,1.5,3.36734693877551,2.7563856960408684,1.1666666666666667,1.2216530304928643,202.92506571099548,171.9651168824715,1.1800362154243373
9,F10,151,153,2.0,1.5,2.5281456953642385,3.1323529411764706,1.3333333333333333,0.8071075459378789,177.89177284645862,360.22278433704446,0.4938382039710547
